0	82
83	129
130	146
147	171
172	206
207	234
235	271
272	291
292	311
312	322
323	344
345	367
368	388
389	416
417	431
432	447
448	629
630	671
672	684
685	697
698	723
724	749
750	773
774	832
833	905
906	1007
1008	1065
1066	1143
1144	1184
1185	1244
1245	1515
1516	1533
1534	1553
1554	1608
1609	1643
1644	1671
1672	1708
1709	1750
1751	1849
1850	1870
1871	1896
1897	1918
1919	1927
1928	1942
1943	2009
2010	2037
2038	2051
2052	2092
2093	2118
2119	2137
2138	2172
2173	2204
2205	2240
2241	2252
2253	2285
2286	2303
2304	2346
2347	2364
2365	2389
2390	2425
2426	2448
2449	2466
2467	2487
2488	2521
2522	2549
2550	2637
2638	2662
2663	2724
2725	2754
2755	2763
2764	2825
2826	2861
2862	2887
2888	2931
2932	2968
2969	2981
2982	3045
3046	3076
3077	3107
3108	3126
3127	3205
3206	3234
3235	3321
3322	3502
3503	3557
3558	3593
3594	3672
3673	3693
3694	3728
3729	3933
3934	4043
4044	4087
4088	4196
4197	4328
